#snid, snra, sndec, z, t0, c, x1, x0
2371522, 8.855678e-02, 2.631233e-01, 2.1949, 570108.1893, -3.858067e-01, 0.1821, 1.955683e-07
11967379, 8.660618e-02, 2.622363e-01, 2.0176, 570039.2482, -4.526373e-01, 1.1849, 5.810262e-07
11455812, 8.683360e-02, 2.621936e-01, 3.4950, 570091.1788, 4.099142e-02, 2.2944, 6.872565e-08
14278072, 8.665888e-02, 2.621457e-01, 0.2455, 570034.3582, -3.630146e-02, -3.1007, 8.064092e-05
16078783, 8.834647e-02, 2.635024e-01, 2.0385, 570105.8133, 1.363837e-01, -0.2318, 3.256752e-07
16017454, 8.712786e-02, 2.618275e-01, 2.2612, 570041.5569, -1.105051e-01, 2.3374, 2.303074e-07
5863392, 8.821227e-02, 2.634272e-01, 0.6725, 570131.1714, -3.373316e-01, -0.5601, 4.907875e-06
1508687, 8.816047e-02, 2.634566e-01, 1.3049, 570125.3703, 3.487673e-01, 1.8606, 8.631190e-07
4555379, 8.748688e-02, 2.593429e-01, 1.1555, 570137.5671, -1.389109e-01, 1.4815, 2.489517e-06
4261437, 8.835139e-02, 2.633487e-01, 0.6989, 570040.4858, -4.551129e-01, -3.8371, 5.074788e-06
1232987, 8.568213e-02, 2.638285e-01, 1.0906, 570215.9013, -1.683322e-01, -2.0120, 1.982442e-06
3942218, 8.732277e-02, 2.595308e-01, 0.2957, 570205.1462, -5.644642e-02, 5.4159, 2.827290e-05
11512523, 8.732821e-02, 2.594163e-01, 1.2888, 570167.7469, 1.081840e-02, -1.8202, 1.061727e-06
14789943, 8.600597e-02, 2.636747e-01, 1.6346, 570052.5266, 1.786396e-01, 2.8399, 5.824231e-07
4208144, 8.766553e-02, 2.595799e-01, 1.9914, 570217.5158, 1.648938e-01, 2.0330, 3.369947e-07
10434136, 8.572979e-02, 2.623232e-01, 1.5715, 570049.5288, 1.830966e-01, 2.0050, 8.864870e-07
10705978, 8.776213e-02, 2.593446e-01, 0.8686, 570191.5356, -2.772764e-01, 2.6735, 2.641698e-06
8508314, 8.638143e-02, 2.632486e-01, 1.0751, 570138.8049, 2.485381e-01, -4.1398, 1.428872e-06
10701810, 8.595798e-02, 2.621118e-01, 3.0955, 570091.4003, 2.627323e-01, 2.3928, 1.734704e-07
11295557, 8.619608e-02, 2.637472e-01, 1.4125, 570174.7740, 1.528270e-01, -1.8820, 6.727080e-07
16698528, 8.643870e-02, 2.618773e-01, 3.5014, 570024.3410, 1.059982e-01, -0.7793, 8.917711e-08
11397366, 8.639147e-02, 2.618597e-01, 3.2153, 570084.0711, 2.060079e-03, 5.1770, 9.960348e-08
12684508, 8.738592e-02, 2.596225e-01, 2.5211, 570034.5341, -2.258658e-01, 4.7428, 2.340597e-07
16674886, 8.748140e-02, 2.595578e-01, 1.4094, 570217.9499, -2.054797e-01, 4.1542, 1.127629e-06
8287768, 8.616896e-02, 2.637395e-01, 2.4030, 570217.8560, 1.693185e-01, 2.1267, 1.707852e-07
17273249, 8.639979e-02, 2.621079e-01, 2.9497, 570216.5807, 1.452591e-01, -0.6911, 2.025260e-07
12353638, 8.638727e-02, 2.621297e-01, 3.9768, 570057.5108, 2.962120e-01, -0.3065, 4.071912e-08
691722, 8.637354e-02, 2.621460e-01, 0.2874, 570174.2915, -4.263126e-01, -2.5469, 5.184964e-05
15805930, 8.632927e-02, 2.621979e-01, 1.3849, 570141.8752, -1.023537e-01, -3.6249, 7.054809e-07
3607803, 8.720621e-02, 2.624594e-01, 2.4235, 570104.5028, 1.397764e-02, -1.3921, 2.397319e-07
7856528, 8.691464e-02, 2.626569e-01, 2.1759, 570042.2367, -4.430644e-01, 5.5600, 2.168785e-07
16158526, 8.609990e-02, 2.620762e-01, 2.5260, 570098.1290, -6.603864e-02, -2.2153, 2.537744e-07
3023301, 8.693690e-02, 2.611151e-01, 0.9201, 570197.2900, -5.423955e-01, -0.6412, 2.710840e-06
9842625, 8.699656e-02, 2.610820e-01, 0.9868, 570064.2172, -1.989870e-01, -5.0152, 1.753992e-06
16693968, 8.659353e-02, 2.630876e-01, 3.5659, 570127.5267, 1.362688e-01, 4.4262, 8.780877e-08
9663394, 8.798559e-02, 2.598099e-01, 2.3879, 570088.7969, -9.159528e-02, 0.5006, 2.989047e-07
10420966, 8.790438e-02, 2.599217e-01, 1.6478, 570109.2479, 1.100898e-01, -1.1656, 4.641211e-07
9702454, 8.700524e-02, 2.614845e-01, 0.9303, 570201.5087, -9.306007e-02, 0.1495, 3.578045e-06
11431301, 8.765665e-02, 2.600014e-01, 1.0153, 570114.1597, -9.944391e-02, 1.5180, 1.770758e-06
9338738, 8.768704e-02, 2.599499e-01, 0.7750, 570062.7707, 9.896697e-02, -1.3942, 3.686332e-06
10135324, 8.766560e-02, 2.598659e-01, 1.1060, 570194.3858, -3.721072e-01, -3.3689, 1.936090e-06
6052527, 8.714813e-02, 2.613119e-01, 0.6129, 570033.8609, 1.031621e-01, 8.8466, 4.037798e-06
7160803, 8.715328e-02, 2.613797e-01, 1.4754, 570205.9585, -3.692279e-01, 1.6287, 6.567641e-07
7816184, 8.885866e-02, 2.606169e-01, 0.5946, 570211.4874, -8.326514e-02, 3.1121, 6.448488e-06
7932049, 8.693699e-02, 2.628806e-01, 0.8356, 570045.8492, 2.809233e-01, 4.3626, 3.478116e-06
12616440, 8.669206e-02, 2.615276e-01, 0.8803, 570181.0871, 6.211008e-01, -4.0569, 1.744251e-06
10323198, 8.678364e-02, 2.614207e-01, 2.9451, 570038.5274, -6.071530e-02, 0.8722, 1.571088e-07
14154948, 8.665468e-02, 2.614332e-01, 1.1663, 570124.7894, 1.788687e-01, 3.9770, 1.011717e-06
689529, 8.889633e-02, 2.605520e-01, 1.1212, 570171.3136, -1.274659e-01, 4.5098, 1.439505e-06
843930, 8.693491e-02, 2.614161e-01, 0.3052, 570214.8912, 5.519592e-02, 4.1458, 3.205801e-05
6621289, 8.720283e-02, 2.611876e-01, 2.1212, 570038.5360, 2.320052e-01, -0.5395, 2.574114e-07
9840135, 8.904519e-02, 2.601317e-01, 0.9728, 570050.7659, -5.341826e-01, -0.1571, 2.436839e-06
10071292, 8.650539e-02, 2.618223e-01, 0.3760, 570202.3906, -4.206476e-01, -0.5872, 2.194617e-05
3934377, 8.707926e-02, 2.615919e-01, 0.2789, 570036.6614, -4.575698e-02, 2.6997, 3.247113e-05
5918577, 8.710861e-02, 2.616236e-01, 0.4490, 570192.8643, -9.954857e-02, -0.1006, 1.664423e-05
13016890, 8.714501e-02, 2.634454e-01, 0.8931, 570207.9678, -1.293370e-01, -2.0469, 1.937488e-06
6017716, 8.699344e-02, 2.616104e-01, 2.4737, 570083.5799, -5.104596e-01, -1.5772, 2.493235e-07
16681720, 8.645257e-02, 2.621494e-01, 3.3358, 570054.1512, 3.418408e-01, -0.6950, 1.493123e-07
11652994, 8.901722e-02, 2.602881e-01, 1.0933, 570043.1670, -1.606183e-01, -1.8564, 1.461874e-06
4576207, 8.685720e-02, 2.631619e-01, 1.2077, 570126.4840, -4.484802e-04, -2.8439, 1.157135e-06
9717817, 8.680733e-02, 2.616182e-01, 0.9826, 570186.6865, 3.738387e-01, -0.0844, 2.261310e-06
17412396, 8.679320e-02, 2.617453e-01, 5.7510, 570029.0657, 2.541071e-01, -2.7253, 1.396644e-08
11401708, 8.645060e-02, 2.637366e-01, 3.1877, 570097.4927, 2.340524e-01, 2.9720, 1.113802e-07
11384541, 8.889081e-02, 2.599834e-01, 3.2238, 570168.7475, 4.564686e-01, 3.6392, 6.595923e-08
5671455, 8.679972e-02, 2.631773e-01, 2.3230, 570086.4267, 2.099795e-01, 5.0504, 2.419425e-07
4713005, 8.881981e-02, 2.611613e-01, 1.5604, 570183.7566, -5.785797e-01, -1.8215, 6.443405e-07
13322827, 8.869872e-02, 2.613798e-01, 2.4725, 570110.0449, -1.848872e-01, 0.4698, 2.151742e-07
8528773, 8.864379e-02, 2.614017e-01, 0.1727, 570179.8891, -2.291788e-01, -3.6216, 1.141861e-04
8486267, 8.844483e-02, 2.613998e-01, 1.0612, 570109.5930, -9.917392e-02, 0.6084, 1.011694e-06
11528021, 8.867376e-02, 2.612256e-01, 1.2976, 570053.5995, 4.645819e-02, 4.7430, 6.800862e-07
3278856, 8.895264e-02, 2.599819e-01, 1.0756, 570139.2848, 4.064531e-01, 1.6404, 1.452220e-06
11273515, 8.834318e-02, 2.623082e-01, 0.6307, 570081.6257, 2.794106e-01, -1.5616, 1.453769e-05
5233668, 8.917584e-02, 2.600186e-01, 1.0187, 570034.1481, -2.967090e-01, 0.5816, 2.658083e-06
1046867, 8.858665e-02, 2.620997e-01, 1.6714, 570173.4627, 4.302507e-01, -5.2107, 4.686438e-07
16655879, 8.744417e-02, 2.623155e-01, 2.4288, 570185.4084, -3.640932e-01, -5.5190, 2.684656e-07
5469586, 8.750843e-02, 2.621534e-01, 1.2960, 570179.8818, -2.477253e-01, -1.8530, 1.251504e-06
6427779, 8.788794e-02, 2.619266e-01, 1.7433, 570164.4890, -2.440489e-01, 0.0629, 6.069764e-07
13669959, 8.795347e-02, 2.618918e-01, 1.5322, 570148.0843, 1.955439e-01, -7.9728, 8.086388e-07
11446976, 8.801312e-02, 2.622697e-01, 1.0754, 570107.6565, -2.096174e-02, 1.0078, 1.391597e-06
556559, 8.771312e-02, 2.620629e-01, 1.9907, 570132.2515, 9.445037e-02, 1.9981, 2.607903e-07
15044493, 8.818043e-02, 2.619964e-01, 1.8071, 570082.5965, -2.511744e-01, -0.1153, 2.583653e-07
16479926, 8.847303e-02, 2.618608e-01, 2.3060, 570027.6273, -1.009840e-01, 0.7267, 1.893550e-07
13621204, 8.861345e-02, 2.616182e-01, 3.6508, 570140.6297, 1.431061e-01, -0.0621, 1.037408e-07
4101631, 8.861710e-02, 2.616639e-01, 0.8243, 570130.2787, -2.178463e-01, 0.4698, 2.905350e-06
8167494, 8.765489e-02, 2.623410e-01, 0.7080, 570126.2517, 2.293687e-01, -3.1054, 4.779034e-06
16994379, 8.752510e-02, 2.627307e-01, 2.4029, 570047.8574, 1.971093e-01, 2.8072, 2.870802e-07
377871, 8.739740e-02, 2.627850e-01, 0.9479, 570099.0081, 3.300906e-01, 3.8264, 1.745510e-06
4259484, 8.755271e-02, 2.626234e-01, 0.6951, 570192.9263, 1.288102e-01, 0.6437, 5.503341e-06
15418081, 8.763535e-02, 2.623940e-01, 1.6143, 570116.1548, 6.459186e-02, -1.5163, 1.039611e-06
11263628, 8.854583e-02, 2.624282e-01, 2.3892, 570208.5940, 1.524285e-01, 4.0303, 1.541327e-07
3629976, 8.729546e-02, 2.636211e-01, 0.9750, 570150.7966, -4.875590e-01, -4.8535, 1.783980e-06
12309188, 8.753011e-02, 2.634938e-01, 3.7874, 570128.8429, -2.491495e-01, 1.9580, 7.109516e-08
15298198, 8.739338e-02, 2.636681e-01, 0.3877, 570078.7370, 2.359485e-01, -0.3325, 2.807287e-05
3173144, 8.736342e-02, 2.631700e-01, 1.7921, 570150.5096, 2.443904e-01, -3.9757, 2.960072e-07
11822270, 8.788973e-02, 2.630543e-01, 0.2309, 570091.6197, -5.100164e-01, -3.3062, 6.930781e-05
2740612, 8.772695e-02, 2.630704e-01, 1.1222, 570094.1331, -3.928252e-01, -0.0864, 1.193694e-06
11441108, 8.773853e-02, 2.630850e-01, 3.5734, 570155.3502, 2.259210e-01, 1.0130, 1.035146e-07
7937563, 8.803123e-02, 2.627710e-01, 0.7627, 570111.1431, -1.881264e-01, 4.5472, 3.328699e-06
9898279, 8.755370e-02, 2.629060e-01, 3.5325, 570049.8790, 1.902700e-01, -3.3952, 1.360590e-07
14610723, 8.759507e-02, 2.628424e-01, 0.9563, 570192.9884, -7.336227e-02, 1.3401, 1.512613e-06
13175779, 8.754793e-02, 2.630978e-01, 0.7980, 570090.6546, -2.502602e-02, 5.3933, 3.739994e-06
13989468, 8.752099e-02, 2.629691e-01, 4.7053, 570091.1823, -3.666582e-01, 2.6837, 4.703567e-08
4472125, 8.782462e-02, 2.627983e-01, 1.3380, 570097.4008, 3.949062e-01, -7.3400, 7.379478e-07
